EmployeeNo,Gender,Age,MaritalStatus,Degree,Tier,Track,PrimaryCEG,SecondaryCEG,PerformanceRating,PotentialRating,PerDayRate,CostToCompany,EmployeeRatedEnvirementSatisfaction,EmployeeRatedJobInvolvement,EmployeeRatedJobSatisfaction,EmployeeratedRelationshipSatisfaction,EmployeeratedWorkLifeBalance,DateOfJoining,LastPromotionDate,CompanyTenure,RoleTenure,ElapsedPromotion,ManagerTenure,Longevity,Attrition
10000085,Male,34,Married,Software Engineering,2,Technology,,,3,0,0,0,1,3,2,3,3,22-Apr-17,22-Oct-20,5.5,2,1,2,1,0
10000104,Female,34,Single,Other,2,Technology,,,3,0,0,0,1,3,3,3,3,22-Sep-06,22-Oct-09,16.1,13,2,13,1,0
10000112,Male,34,Single,Software Engineering,2,Technology,,,4,0,0,0,1,1,3,4,3,22-Jan-13,22-Oct-15,9.8,7,0,7,1,1
10000115,Female,34,Other,Software Engineering,2,Technology,,,3,0,0,0,3,2,2,3,3,22-Jan-21,22-Jan-21,1.8,1.8,0,1.8,0,0
10000117,Female,34,Single,Software Engineering,3,Technology,,,3,0,0,0,3,2,1,4,3,22-Oct-10,22-Oct-12,12.0,10,5,10,1,0
10000160,Female,34,Married,Software Engineering,1,Quality,,,3,0,0,0,3,3,3,4,3,22-Jun-18,22-Oct-19,4.4,3,1,3,1,0
10000182,Female,34,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,2,4,3,22-Feb-19,22-Oct-20,3.7,2,1,2,1,0
10000189,Male,34,Married,Software Engineering,2,Technology,,,3,0,0,0,4,2,3,3,2,22-Jul-12,22-Oct-13,10.3,9,1,9,1,0
10000203,Male,34,Other,Software Engineering,1,Technology,,,3,0,0,0,4,3,3,4,4,22-Jun-17,22-Oct-19,5.4,3,2,3,1,0
10000248,Male,34,Married,Software Engineering,2,Technology,,,3,0,0,0,4,2,1,2,3,22-Feb-11,22-Oct-13,11.7,9,5,9,1,0
10000379,Male,34,Single,Software Engineering,2,Quality,,,3,0,0,0,1,4,4,2,2,22-Jun-17,22-Oct-20,5.4,2,0,2,1,1
10000394,Female,34,Married,Software Engineering,2,Quality,,,3,0,0,0,3,3,3,1,3,22-Jan-19,22-Oct-20,3.8,2,1,2,1,0
10000416,Female,34,Other,Software Engineering,1,Quality,,,3,0,0,0,4,1,3,4,2,22-Dec-19,22-Oct-20,2.9,2,1,2,0,1
10000433,Male,34,Other,Software Engineering,1,Technology,,,3,0,0,0,4,2,3,3,3,22-Jun-15,22-Oct-19,7.4,3,5,3,1,0
10000441,Female,34,Other,Software Engineering,3,ASM,,,3,0,0,0,2,3,1,3,3,22-Apr-19,22-Oct-20,3.5,2,0,2,1,1
10000463,Male,34,Single,Software Engineering,2,Quality,,,3,0,0,0,4,4,4,4,3,22-Apr-12,22-Oct-15,10.5,7,5,7,1,0
10000482,Male,34,Married,Software Engineering,1,Technology,,,3,0,0,0,2,2,4,4,3,22-Dec-15,22-Oct-17,6.9,5,1,5,1,0
10000495,Female,34,Other,Technical Degree,1,Quality,,,3,0,0,0,3,3,3,4,3,22-Mar-14,22-Oct-20,8.6,2,0,2,1,0
10000504,Male,34,Married,Software Engineering,1,Technology,,,3,0,0,0,2,3,4,4,2,22-Aug-12,22-Oct-13,10.2,9,8,9,1,0
10000525,Female,34,Single,Software Engineering,3,Technology,,,3,0,0,0,4,2,2,2,4,22-Oct-13,22-Oct-15,9.0,7,7,7,1,0
10000550,Female,34,Single,Software Engineering,2,Technology,,,3,0,0,0,2,3,3,4,3,22-Feb-17,22-Oct-21,5.7,1,4,1,1,0
10000561,Female,34,Other,Software Engineering,2,Technology,,,3,0,0,0,2,3,1,3,3,22-Dec-21,22-Dec-21,0.9,0.9,0,0.9,0,0
10000568,Male,34,Single,Other,2,Quality,,,4,0,0,0,4,3,4,3,3,22-Jan-16,22-Oct-17,6.8,5,1,5,1,0
10000575,Female,34,Single,Software Engineering,1,Technology,,,3,0,0,0,2,4,4,3,3,22-Dec-17,22-Oct-20,4.9,2,1,2,1,0
10000580,Female,34,Single,Software Engineering,1,Technology,,,3,0,0,0,3,2,1,3,3,22-Dec-15,22-Oct-17,6.9,5,1,5,1,0
10000584,Female,34,Married,Software Engineering,2,Quality,,,3,0,0,0,3,3,1,2,3,22-Aug-19,22-Oct-20,3.2,2,1,2,1,0
10000607,Female,34,Single,Software Engineering,1,Technology,,,3,0,0,0,3,2,4,3,3,22-Jun-17,22-Oct-20,5.4,2,1,2,1,0
10000614,Male,34,Married,Software Engineering,1,ASM,,,3,0,0,0,3,3,4,3,1,22-Jan-19,22-Oct-20,3.8,2,0,2,1,0
10000672,Male,34,Other,Software Engineering,1,Technology,,,3,0,0,0,2,3,2,2,3,22-Apr-21,22-Apr-21,1.5,1.5,1,1.5,0,0
10000758,Male,34,Other,Software Engineering,2,Quality,,,3,0,0,0,2,4,4,4,2,22-Dec-06,22-Oct-21,15.9,1,0,1,1,0
10000764,Female,34,Married,Software Engineering,1,Quality,,,3,0,0,0,3,3,3,4,3,22-Jan-21,22-Oct-21,1.8,1,0,1,0,0
10000795,Male,34,Single,Software Engineering,2,Technology,,,3,0,0,0,1,3,4,3,2,22-Apr-16,22-Oct-20,6.5,2,0,2,1,0
10000804,Male,34,Married,Software Engineering,1,Technology,,,3,0,0,0,3,2,4,4,3,22-Aug-22,22-Aug-22,0.2,0.2,0,0.2,0,0
10000823,Male,34,Single,Software Engineering,2,Technology,,,3,0,0,0,4,3,3,4,2,22-Apr-19,22-Oct-20,3.5,2,0,2,1,0
10000835,Female,34,Married,Software Engineering,2,Quality,,,4,0,0,0,2,3,3,1,2,22-Feb-16,22-Oct-17,6.7,5,1,5,1,0
10000848,Male,34,Single,Software Engineering,2,Technology,,,4,0,0,0,4,2,1,3,3,22-Feb-09,22-Oct-13,13.7,9,4,9,1,0
10000907,Female,34,Married,Technical Degree,1,Technology,,,3,0,0,0,3,4,3,4,2,22-Apr-21,22-Apr-21,1.5,1.5,0,1.5,0,0
10000918,Female,34,Single,Software Engineering,2,Quality,,,3,0,0,0,3,3,1,4,3,22-Jun-19,22-Oct-20,3.4,2,0,2,1,0
10000921,Female,34,Other,Software Engineering,2,Technology,,,3,0,0,0,3,3,2,3,4,22-Dec-10,22-Oct-14,11.9,8,5,8,1,0
10000924,Male,34,Married,Software Engineering,2,Consulting,,,3,0,0,0,3,2,2,4,4,22-Dec-11,22-Oct-13,10.9,9,1,9,1,0
10000959,Male,34,Other,Software Engineering,3,Technology,,,3,0,0,0,4,3,4,4,2,22-Aug-13,22-Oct-15,9.2,7,1,7,1,0
10000965,Female,34,Single,Software Engineering,2,Quality,,,3,0,0,0,3,3,1,4,4,22-Oct-11,22-Oct-14,11.0,8,9,8,1,0
10000978,Female,34,Other,Technical Degree,1,Technology,,,4,0,0,0,1,2,3,3,3,22-Mar-17,22-Oct-18,5.6,4,0,4,1,0
10000980,Male,34,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,3,1,3,22-Feb-14,22-Oct-15,8.7,7,7,7,1,0
10000984,Female,34,Single,Technical Degree,2,Technology,,,3,0,0,0,3,3,4,4,4,22-Aug-08,22-Oct-11,14.2,11,4,11,1,0
10001001,Female,34,Married,Other,1,Technology,,,3,0,0,0,3,3,1,3,1,22-Mar-17,22-Oct-18,5.6,4,0,4,1,0
10001009,Female,34,Single,Software Engineering,4,Technology,,,3,0,0,0,4,3,4,4,2,22-Apr-02,22-Oct-15,20.5,7,12,7,1,0
10001010,Female,34,Married,Software Engineering,5,Technology,,,4,0,0,0,4,3,1,3,3,22-Oct-12,22-Oct-14,10.0,8,1,8,1,0
10001016,Male,34,Other,Other,1,Technology,,,3,0,0,0,4,3,1,3,3,22-Sep-18,22-Oct-19,4.1,3,1,3,1,0
10001024,Female,34,Married,Software Engineering,1,Technology,,,4,0,0,0,1,3,1,4,4,22-Apr-19,22-Oct-20,3.5,2,1,2,1,0
10001028,Female,34,Married,Software Engineering,1,Technology,,,3,0,0,0,4,2,2,1,2,22-Sep-17,22-Oct-18,5.1,4,0,4,1,0
10001040,Female,34,Married,Business Management,1,Consulting,,,3,0,0,0,1,3,3,4,3,22-Jan-20,22-Oct-20,2.8,2,2,2,0,1
10001044,Male,34,Single,Software Engineering,4,Technology,,,3,0,0,0,4,4,2,2,2,22-Jan-13,22-Oct-14,9.8,8,8,8,1,0
10001049,Male,34,Single,Other,2,Quality,,,3,0,0,0,4,1,1,4,3,22-Aug-09,22-Oct-13,13.2,9,3,9,1,0
10001054,Male,34,Married,Software Engineering,2,Technology,,,4,0,0,0,2,4,3,1,2,22-Oct-09,22-Oct-13,13.0,9,2,9,1,0
10001056,Male,34,Other,Software Engineering,4,Technology,,,3,0,0,0,2,3,1,4,2,22-Jan-08,22-Oct-14,14.8,8,6,8,1,0
10001059,Female,34,Single,Software Engineering,2,Quality,,,4,0,0,0,1,2,2,3,4,22-Jun-07,22-Oct-13,15.4,9,10,9,1,1
10001077,Female,34,Other,Software Engineering,4,Technology,,,4,0,0,0,2,3,4,1,3,22-Feb-08,22-Oct-13,14.7,9,1,9,1,0
10001085,Male,34,Married,Technical Degree,3,Quality,,,3,0,0,0,4,2,3,4,3,22-Jul-12,22-Oct-13,10.3,9,8,9,1,0
10001088,Male,34,Married,Technical Degree,1,Quality,,,4,0,0,0,2,3,3,2,3,22-Jan-11,22-Oct-12,11.8,10,5,10,1,0
10001112,Female,34,Married,Technical Degree,3,Technology,,,3,0,0,0,3,2,4,2,3,22-Jul-89,22-Oct-15,33.3,7,1,7,1,1
10001116,Male,34,Single,Software Engineering,1,Technology,,,3,0,0,0,1,3,4,3,1,22-Dec-20,22-Dec-20,1.9,1.9,0,1.9,0,0
10001118,Male,34,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,4,2,2,22-Sep-20,22-Oct-20,2.1,2,2,2,0,0
10001132,Male,34,Married,Technical Degree,2,Technology,,,3,0,0,0,4,2,3,2,2,22-Jan-14,22-Oct-20,8.8,2,7,2,1,0
10001147,Male,34,Other,Software Engineering,2,Technology,,,3,0,0,0,3,4,4,1,3,22-Jul-13,22-Oct-15,9.3,7,7,7,1,0
10001180,Female,34,Other,Software Engineering,2,Technology,,,3,0,0,0,4,3,2,3,3,22-Oct-10,22-Oct-14,12.0,8,7,8,1,0
10001185,Female,34,Married,Software Engineering,4,Technology,,,4,0,0,0,2,3,3,3,3,22-Feb-12,22-Oct-14,10.7,8,4,8,1,0
10001209,Male,34,Married,Software Engineering,2,Technology,,,3,0,0,0,2,2,4,3,4,22-Apr-07,22-Oct-12,15.5,10,4,10,1,0
10001213,Female,34,Married,Software Engineering,1,Technology,,,3,0,0,0,2,2,4,2,3,22-Jul-12,22-Oct-13,10.3,9,8,9,1,0
10001253,Male,34,Married,Software Engineering,1,Technology,,,3,0,0,0,4,4,4,1,3,22-Jun-17,22-Jun-17,5.4,5.4,1,5.4,1,0
10001268,Male,34,Other,Software Engineering,2,Quality,,,3,0,0,0,4,3,3,3,3,22-Jul-07,22-Oct-08,15.3,14,0,14,1,0
10001271,Female,34,Single,Software Engineering,2,Quality,,,3,0,0,0,4,1,4,1,3,22-Oct-19,22-Oct-20,3.0,2,2,2,0,0
10001291,Male,34,Married,Software Engineering,2,Technology,,,3,0,0,0,4,3,1,3,2,22-Sep-15,22-Oct-21,7.1,1,0,1,1,1
10001301,Male,34,Married,Technical Degree,2,Quality,,,4,0,0,0,2,4,3,3,3,22-Aug-12,22-Oct-14,10.2,8,4,8,1,0
10001343,Male,34,Married,Software Engineering,3,Quality,,,3,0,0,0,3,3,4,4,3,22-Apr-17,22-Oct-19,5.5,3,1,3,1,0
10001354,Male,34,Married,Technical Degree,1,Technology,,,4,0,0,0,4,1,1,2,3,22-Apr-17,22-Oct-20,5.5,2,3,2,1,1
10001360,Female,34,Married,Software Engineering,2,Quality,,,3,0,0,0,4,2,4,3,2,22-Mar-18,22-Oct-20,4.6,2,0,2,1,0
10001369,Male,34,Married,Other,2,Technology,,,3,0,0,0,3,2,4,2,3,22-Mar-07,22-Oct-12,15.6,10,6,10,1,0
10001385,Male,34,Single,Software Engineering,3,Quality,,,4,0,0,0,1,3,4,1,2,22-Dec-07,22-Oct-14,14.9,8,2,8,1,0
10001386,Male,34,Other,Software Engineering,3,Quality,,,3,0,0,0,4,3,3,3,2,22-Feb-14,22-Oct-15,8.7,7,1,7,1,0
10001447,Female,34,Married,Software Engineering,2,Quality,,,4,0,0,0,4,2,3,4,3,22-Apr-14,22-Oct-15,8.5,7,1,7,1,0
10001470,Male,34,Married,Software Engineering,2,Technology,,,3,0,0,0,2,4,3,1,4,22-Jul-18,22-Oct-19,4.3,3,1,3,1,0
10000010,Male,36,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,3,2,2,22-Feb-15,22-Oct-15,7.7,7,7,7,1,0
10000022,Male,36,Single,Software Engineering,1,Quality,,,4,0,0,0,3,2,1,2,3,22-Aug-17,22-Oct-19,5.2,3,0,3,1,1
10000039,Female,36,Married,Software Engineering,1,Technology,,,3,0,0,0,2,2,1,4,4,22-Jul-21,22-Oct-21,1.3,1,0,1,0,0
10000065,Female,36,Other,Technical Degree,3,Technology,,,3,0,0,0,3,3,3,2,3,22-Mar-05,22-Oct-08,17.6,14,12,14,1,0
10000067,Male,36,Single,Software Engineering,2,Technology,,,3,0,0,0,2,2,2,3,3,22-Sep-16,22-Oct-17,6.1,5,0,5,1,0
10000070,Male,36,Married,Software Engineering,1,Technology,,,3,0,0,0,4,2,3,1,2,22-Mar-21,22-Mar-21,1.6,1.6,0,1.6,0,1
10000075,Female,36,Married,Software Engineering,1,Technology,,,3,0,0,0,2,4,4,2,3,22-Jul-21,22-Jul-21,1.3,1.3,0,1.3,0,0
10000118,Female,36,Married,Technical Degree,3,Quality,,,3,0,0,0,2,3,4,3,3,22-Mar-13,22-Oct-15,9.6,7,2,7,1,0
10000119,Female,36,Other,Software Engineering,1,Technology,,,4,0,0,0,1,3,4,1,3,22-Jun-21,22-Jun-21,1.4,1.4,0,1.4,0,0
10000136,Male,36,Other,Software Engineering,2,Technology,,,4,0,0,0,2,3,2,4,3,22-Dec-18,22-Oct-20,3.9,2,0,2,1,0
10000173,Male,36,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,2,3,2,22-Feb-14,22-Oct-15,8.7,7,7,7,1,0
10000208,Female,36,Single,Software Engineering,1,Technology,,,3,0,0,0,2,3,4,1,3,22-Feb-14,22-Oct-21,8.7,1,1,1,1,0
10000221,Male,36,Single,Software Engineering,2,Technology,,,3,0,0,0,4,3,2,4,4,22-Dec-08,22-Oct-11,13.9,11,3,11,1,0
10000270,Male,36,Married,Software Engineering,1,Technology,,,3,0,0,0,4,3,4,3,3,22-Jan-07,22-Oct-09,15.8,13,10,13,1,0
10000292,Male,36,Single,Technical Degree,2,Technology,,,3,0,0,0,3,3,2,4,3,22-Feb-14,22-Feb-14,8.7,8.7,7,8.7,1,0
10000299,Male,36,Married,Software Engineering,1,Technology,,,3,0,0,0,3,4,4,4,3,22-Dec-20,22-Dec-20,1.9,1.9,0,1.9,0,0
10000306,Female,36,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,2,3,3,22-Jul-13,22-Oct-14,9.3,8,0,8,1,0
10000359,Female,36,Single,Software Engineering,2,Quality,,,3,0,0,0,4,3,4,2,3,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,0
10000360,Male,36,Married,Software Engineering,3,Quality,,,3,0,0,0,1,2,4,1,3,22-Jan-09,22-Oct-13,13.8,9,1,9,1,0
10000378,Female,36,Married,Software Engineering,1,Technology,,,3,0,0,0,4,3,3,2,3,22-Dec-19,22-Oct-20,2.9,2,2,2,0,0
10000385,Male,36,Married,Software Engineering,3,Quality,,,3,0,0,0,2,2,3,2,3,22-Aug-12,22-Oct-13,10.2,9,9,9,1,0
10000443,Male,36,Single,Software Engineering,3,Quality,,,3,0,0,0,2,3,4,4,2,22-Sep-12,22-Oct-19,10.1,3,9,3,1,0
10000512,Male,36,Other,Software Engineering,2,Technology,,,3,0,0,0,2,2,2,3,3,22-Jan-19,22-Oct-20,3.8,2,0,2,1,0
10000542,Female,36,Married,Software Engineering,3,Technology,,,3,0,0,0,1,4,1,1,3,22-Sep-14,22-Oct-15,8.1,7,0,7,1,0
10000570,Male,36,Single,Software Engineering,3,Quality,,,3,0,0,0,1,2,1,2,3,22-Feb-12,22-Oct-15,10.7,7,0,7,1,0
10000594,Female,36,Married,Other,2,Technology,,,3,0,0,0,3,3,2,1,3,22-Jan-13,22-Oct-15,9.8,7,0,7,1,0
10000600,Male,36,Married,Business Management,1,Consulting,,,3,0,0,0,3,3,2,2,3,22-Jul-17,22-Oct-20,5.3,2,0,2,1,0
10000622,Male,36,Married,Software Engineering,2,Quality,,,3,0,0,0,2,3,4,4,2,22-Apr-04,22-Oct-08,18.5,14,4,14,1,0
10000634,Male,36,Married,Business Management,1,Consulting,,,4,0,0,0,1,2,1,3,3,22-Oct-16,22-Oct-18,6.0,4,0,4,1,0
10000665,Male,36,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,4,1,2,22-Mar-06,22-Oct-14,16.6,8,4,8,1,0
10000681,Male,36,Single,Other,1,Technology,,,3,0,0,0,2,3,4,3,3,22-Oct-15,22-Oct-20,7.0,2,0,2,1,0
10000688,Male,36,Single,Software Engineering,1,Technology,,,4,0,0,0,3,3,3,3,3,22-Feb-11,22-Oct-14,11.7,8,3,8,1,0
10000694,Male,36,Married,Software Engineering,3,Quality,,,3,0,0,0,3,2,4,1,3,22-Feb-06,22-Oct-15,16.7,7,3,7,1,1
10000709,Male,36,Other,Technical Degree,2,Quality,,,3,0,0,0,1,3,4,4,3,22-Oct-14,22-Oct-15,8.0,7,0,7,1,0
10000753,Female,36,Single,Software Engineering,1,Technology,,,3,0,0,0,3,4,1,3,3,22-Aug-05,22-Oct-09,17.2,13,15,13,1,1
10000762,Male,36,Other,Other,2,Technology,,,3,0,0,0,1,3,3,2,2,22-Jun-21,22-Jun-21,1.4,1.4,0,1.4,0,1
10000774,Female,36,Single,Software Engineering,3,Technology,,,3,0,0,0,4,2,4,2,2,22-Apr-08,22-Oct-14,14.5,8,7,8,1,0
10000818,Male,36,Single,Software Engineering,2,Technology,,,4,0,0,0,1,3,4,1,3,22-Sep-11,22-Oct-13,11.1,9,0,9,1,0
10000874,Male,36,Other,Software Engineering,1,Technology,,,3,0,0,0,3,1,3,3,3,22-Feb-15,22-Oct-15,7.7,7,1,7,1,0
10000883,Female,36,Other,Technical Degree,3,Technology,,,4,0,0,0,3,1,1,3,3,22-Sep-15,22-Oct-15,7.1,7,7,7,1,0
10000901,Male,36,Married,Technical Degree,1,Technology,,,3,0,0,0,3,3,2,3,2,22-Apr-11,22-Oct-12,11.5,10,0,10,1,0
10000928,Female,36,Single,Software Engineering,2,Technology,,,3,0,0,0,3,3,2,4,3,22-Aug-06,22-Oct-08,16.2,14,5,14,1,0
10000943,Female,36,Married,Technical Degree,3,Technology,,,3,0,0,0,4,3,3,1,3,22-Feb-15,22-Oct-15,7.7,7,1,7,1,0
10000969,Female,36,Married,Software Engineering,2,Quality,,,3,0,0,0,1,4,1,4,2,22-Aug-07,22-Oct-15,15.2,7,6,7,1,0
10001012,Female,36,Single,Software Engineering,2,Quality,,,3,0,0,0,1,3,2,4,3,22-Jul-17,22-Oct-18,5.3,4,0,4,1,0
10001019,Male,36,Single,Software Engineering,2,Technology,,,3,0,0,0,1,2,4,3,2,22-Sep-12,22-Oct-18,10.1,4,1,4,1,0
10001020,Female,36,Married,Software Engineering,2,Quality,,,3,0,0,0,3,2,1,1,2,22-Jun-19,22-Oct-20,3.4,2,0,2,1,0
10001103,Male,36,Single,Software Engineering,1,Quality,,,4,0,0,0,3,3,4,4,2,22-Oct-18,22-Oct-20,4.0,2,1,2,1,0
10001122,Female,36,Single,Software Engineering,2,Quality,,,3,0,0,0,2,3,3,1,3,22-Aug-21,22-Aug-21,1.2,1.2,0,1.2,0,0
10001129,Male,36,Married,Software Engineering,2,Technology,,,3,0,0,0,1,4,1,4,3,22-Feb-19,22-Oct-20,3.7,2,0,2,1,0
10001146,Female,36,Married,Software Engineering,2,Technology,,,3,0,0,0,3,3,3,2,3,22-Apr-19,22-Oct-20,3.5,2,1,2,1,0
10001174,Female,36,Married,Software Engineering,3,Technology,,,3,0,0,0,2,3,1,3,3,22-Jun-19,22-Oct-20,3.4,2,0,2,1,0
10001181,Male,36,Single,Software Engineering,1,Technology,,,3,0,0,0,1,3,2,3,3,22-Jun-18,22-Oct-19,4.4,3,1,3,1,0
10001183,Female,36,Married,Software Engineering,2,Technology,,,3,0,0,0,4,2,3,3,3,22-Apr-19,22-Oct-20,3.5,2,1,2,1,0
10001184,Male,36,Other,Software Engineering,2,Technology,,,4,0,0,0,4,4,1,1,3,22-Jun-17,22-Oct-18,5.4,4,0,4,1,0
10001200,Male,36,Married,Software Engineering,2,Technology,,,3,0,0,0,1,3,3,2,2,22-Jan-19,22-Oct-20,3.8,2,0,2,1,0
10001221,Female,36,Single,Software Engineering,2,Quality,,,3,0,0,0,3,3,4,3,2,22-Apr-09,22-Oct-15,13.5,7,6,7,1,0
10001237,Male,36,Other,Software Engineering,2,Quality,,,3,0,0,0,2,2,1,2,3,22-Sep-20,22-Oct-20,2.1,2,2,2,0,1
10001279,Male,36,Married,Software Engineering,3,Technology,,,3,0,0,0,4,3,1,4,3,22-Jul-10,22-Oct-14,12.3,8,5,8,1,0
10001316,Female,36,Married,Other,2,Technology,,,4,0,0,0,4,3,2,4,3,22-Mar-21,22-Mar-21,1.6,1.6,0,1.6,0,0
10001341,Female,36,Married,Technical Degree,2,Quality,,,3,0,0,0,2,2,3,1,3,22-Aug-12,22-Oct-13,10.2,9,1,9,1,0
10001348,Male,36,Single,Human Resource,2,Consulting,,,4,0,0,0,2,2,4,4,2,22-Aug-12,22-Oct-21,10.2,1,0,1,1,0
10001356,Male,36,Married,Software Engineering,2,Quality,,,3,0,0,0,3,2,2,3,1,22-Jan-18,22-Oct-20,4.8,2,1,2,1,0
10001384,Male,36,Married,Software Engineering,1,Technology,,,4,0,0,0,1,4,2,2,3,22-Dec-16,22-Oct-18,5.9,4,0,4,1,0
10001440,Female,36,Married,Software Engineering,3,Quality,,,3,0,0,0,1,2,4,3,3,22-Mar-13,22-Oct-15,9.6,7,3,7,1,0
10001441,Female,36,Other,Software Engineering,2,Technology,,,3,0,0,0,4,3,2,2,3,22-Jan-18,22-Oct-20,4.8,2,0,2,1,0
10001448,Male,36,Other,Software Engineering,2,Quality,,,4,0,0,0,4,1,4,1,2,22-Oct-06,22-Oct-10,16.0,12,11,12,1,0
10001454,Female,36,Married,Software Engineering,2,Quality,,,3,0,0,0,2,2,4,1,2,22-Jul-16,22-Oct-19,6.3,3,0,3,1,0
10001466,Male,36,Married,Software Engineering,2,Technology,,,3,0,0,0,3,4,4,3,3,22-Oct-16,22-Oct-20,6.0,2,0,2,1,0
10000003,Male,37,Single,Other,1,Technology,,,3,0,0,0,4,2,3,2,3,22-Jul-22,22-Jul-22,0.3,0.3,0,0.3,0,1
10000048,Male,37,Married,Software Engineering,1,Technology,,,4,0,0,0,2,3,2,1,3,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,0
10000060,Male,37,Other,Software Engineering,2,Technology,,,3,0,0,0,1,2,3,3,4,22-Dec-14,22-Oct-17,7.9,5,0,5,1,0
10000079,Male,37,Single,Software Engineering,3,Technology,,,3,0,0,0,1,3,3,1,4,22-Sep-17,22-Oct-20,5.1,2,0,2,1,0
10000101,Male,37,Other,Business Management,1,Consulting,,,4,0,0,0,3,3,1,4,3,22-Jun-19,22-Oct-20,3.4,2,0,2,1,1
10000105,Male,37,Other,Software Engineering,2,Technology,,,3,0,0,0,3,2,4,4,4,22-Jan-21,22-Jan-21,1.8,1.8,0,1.8,0,0
10000116,Male,37,Single,Software Engineering,3,Quality,,,3,0,0,0,3,3,4,1,3,22-Aug-17,22-Oct-19,5.2,3,1,3,1,0
10000196,Male,37,Married,Software Engineering,1,Technology,,,3,0,0,0,2,4,1,1,2,22-Aug-14,22-Oct-15,8.2,7,1,7,1,0
10000223,Male,37,Other,Other,3,Technology,,,3,0,0,0,2,3,4,3,3,22-Oct-11,22-Oct-14,11.0,8,0,8,1,0
10000227,Male,37,Other,Software Engineering,1,Quality,,,3,0,0,0,1,3,4,3,3,22-Aug-13,22-Oct-14,9.2,8,5,8,1,0
10000249,Female,37,Married,Software Engineering,1,Technology,,,3,0,0,0,3,2,1,1,2,22-Mar-19,22-Oct-21,3.6,1,0,1,1,0
10000251,Male,37,Other,Software Engineering,3,Technology,,,3,0,0,0,1,3,3,2,3,22-Sep-21,22-Sep-21,1.1,1.1,0,1.1,0,1
10000274,Male,37,Married,Software Engineering,2,Quality,,,3,0,0,0,3,3,4,2,4,22-Apr-17,22-Oct-18,5.5,4,0,4,1,0
10000276,Female,37,Other,Software Engineering,3,Technology,,,3,0,0,0,1,3,4,1,3,22-Apr-17,22-Oct-20,5.5,2,0,2,1,0
10000286,Female,37,Single,Software Engineering,1,Technology,,,3,0,0,0,4,3,4,2,3,22-Dec-04,22-Oct-10,17.9,12,5,12,1,0
10000295,Male,37,Married,Software Engineering,1,Technology,,,3,0,0,0,2,3,4,3,2,22-Jun-18,22-Oct-20,4.4,2,1,2,1,0
10000341,Male,37,Other,Software Engineering,2,Technology,,,3,0,0,0,4,3,4,3,2,22-Jul-16,22-Oct-20,6.3,2,0,2,1,0
10000354,Male,37,Other,Software Engineering,2,Technology,,,3,0,0,0,3,4,1,1,3,22-Jul-15,22-Oct-15,7.3,7,6,7,1,0
10000365,Female,37,Married,Software Engineering,1,Technology,,,4,0,0,0,3,3,1,2,3,22-Aug-17,22-Oct-18,5.2,4,0,4,1,0
10000387,Female,37,Other,Software Engineering,1,Technology,,,3,0,0,0,4,3,1,3,2,22-Jan-04,22-Oct-15,18.8,7,12,7,1,0
10000390,Male,37,Single,Software Engineering,2,Technology,,,3,0,0,0,3,3,2,4,2,22-Apr-21,22-Apr-21,1.5,1.5,0,1.5,0,0
10000399,Female,37,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,3,1,3,22-Jul-09,22-Oct-11,13.3,11,10,11,1,0
10000465,Female,37,Single,Technical Degree,3,Technology,,,3,0,0,0,2,3,4,4,4,22-Sep-16,22-Oct-17,6.1,5,1,5,1,0
10000468,Male,37,Other,Software Engineering,3,Quality,,,3,0,0,0,1,3,2,4,3,22-Jul-13,22-Oct-17,9.3,5,7,5,1,0
10000473,Female,37,Married,Software Engineering,2,Technology,,,3,0,0,0,2,3,2,2,2,22-Apr-16,22-Oct-17,6.5,5,4,5,1,0
10000487,Male,37,Married,Software Engineering,2,Quality,,,3,0,0,0,4,3,3,3,2,22-Sep-19,22-Sep-19,3.1,3.1,1,3.1,1,0
10000507,Male,37,Married,Other,3,Technology,,,3,0,0,0,3,3,3,3,3,22-Jul-12,22-Oct-15,10.3,7,7,7,1,0
10000523,Male,37,Single,Software Engineering,1,Technology,,,3,0,0,0,4,4,4,1,3,22-Apr-21,22-Apr-21,1.5,1.5,0,1.5,0,0
10000578,Female,37,Other,Software Engineering,1,Technology,,,3,0,0,0,4,3,1,2,2,22-Jul-17,22-Oct-19,5.3,3,4,3,1,0
10000629,Male,37,Other,Software Engineering,2,Quality,,,3,0,0,0,4,2,3,4,3,22-Jun-21,22-Jun-21,1.4,1.4,0,1.4,0,0
10000649,Female,37,Married,Software Engineering,1,Quality,,,3,0,0,0,3,3,4,2,3,22-Apr-17,22-Oct-18,5.5,4,0,4,1,0
10000653,Male,37,Single,Software Engineering,3,Quality,,,3,0,0,0,1,3,2,4,3,22-Apr-12,22-Apr-12,10.5,10.5,0,10.5,1,0
